Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Segment,Region,State,Category,Sub-Category,Sales,Quantity,Discount,Profit
9224,US-2022-105937,09-07-2022,09-12-2022,Standard Class,CG-55890,Home Office,South,Georgia,Office Supplies,Labels,302.06,4,0.5,-42.25
9225,US-2024-105112,10/30/2024,11-03-2024,Standard Class,CG-81702,Home Office,West,Washington,Office Supplies,Paper,121.83,1,0.4,40.36
9226,US-2023-106064,12-11-2023,12-12-2023,Same Day,CG-52197,Home Office,West,Nevada,Furniture,Furnishings,919.51,2,0.5,-170.88
9227,US-2023-102732,11/18/2023,11/20/2023,Standard Class,CG-68503,Home Office,Central,Michigan,Furniture,Tables,482.81,1,0,-13.08
9228,US-2023-109689,07-09-2023,07/13/2023,First Class,CG-57479,Consumer,West,California,Office Supplies,Labels,694.89,7,0,93.82
9229,US-2021-104003,05-01-2021,05-02-2021,Same Day,CG-70928,Corporate,Central,Texas,Furniture,Chairs,2188.59,7,0.3,168.23
9230,US-2024-100054,03-01-2024,03-07-2024,Second Class,CG-16590,Corporate,East,New York,Technology,Copiers,2085.79,3,0.4,541.33
9231,US-2024-107656,02-08-2024,02/15/2024,Second Class,CG-76639,Corporate,Central,Illinois,Technology,Copiers,4924.28,7,0.15,-263.64
9232,US-2023-106684,06-09-2023,06-12-2023,Same Day,CG-83845,Home Office,South,Florida,Office Supplies,Paper,187.05,2,0,30.83
9233,US-2023-108241,12/25/2023,12/30/2023,First Class,CG-43651,Home Office,WEST,Washington,Technology,Accessories,707.06,1,0,219.55
9234,US-2023-100766,07/26/2023,08-02-2023,Standard Class,CG-31895,Home Office,East,New York,Technology,Phones,40.53,1,0.5,13.33
9235,US-2022-109843,08-05-2022,08-11-2022,Same Day,CG-24510,Consumer,South,Georgia,Technology,Phones,2097.9,5,0.4,296.58
9236,US-2021-103622,07/18/2021,07/23/2021,Standard Class,CG-12827,Consumer,East,Pennsylvania,Office Supplies,Storage,89.04,2,0.4,17.61
9237,US-2022-102070,11-07-2022,11-11-2022,Standard Class,CG-82526,Corporate,Central,Missouri,Technology,Machines,8037.74,8,0.15,-420.96
9238,US-2021-103756,02-08-2021,02/15/2021,Same Day,CG-21361,Consumer,West,Arizona,Office Supplies,Binders,871.3,7,0.2,124.28
9239,US-2021-108568,07-08-2021,07-09-2021,Standard Class,CG-93124,Home Office,East,Pennsylvania,Office Supplies,Art,720.51,8,0.2,-172.84
9240,US-2023-108167,08/30/2023,09-04-2023,Standard Class,CG-39624,Home Office,South,Alabama,Furniture,Tables,1431.05,7,0.15,112.71
9241,US-2024-108928,04/20/2024,04/26/2024,Second Class,CG-59894,Home Office,East,New York,Office Supplies,Art,514.73,5,0.15,-60.81
9242,US-2024-100594,07-02-2024,07-03-2024,First Class,CG-27372,Home Office,Central,Michigan,Furniture,Tables,534.29,2,0.15,122.37
9243,US-2024-108540,01-04-2024,01-10-2024,Same Day,CG-69112,Home Office,Central,Michigan,Furniture,Furnishings,3918.72,6,0.4,365.99
9244,US-2024-102855,11/22/2024,11/23/2024,Second Class,CG-49323,Home Office,East,Virginia,Furniture,Bookcases,560.72,1,0.1,38.16
9245,US-2022-101248,10/14/2022,10/15/2022,First Class,CG-89864,Corporate,West,Washington,Furniture,Bookcases,1224.92,4,0,353.31
9246,US-2022-109842,04/30/2022,05-01-2022,First Class,CG-39831,Home Office,South,Tennessee,Technology,Phones,4295.23,4,0.1,-468
9247,US-2022-109928,05/13/2022,05/19/2022,Same Day,CG-34112,Corporate,South,Florida,Furniture,Furnishings,1791.94,4,0.4,-58.56
9248,US-2023-109601,11/27/2023,12-04-2023,Standard Class,CG-48330,Consumer,West,Oregon,Office Supplies,Paper,603.45,6,0.5,52.43
9249,US-2021-108206,08-01-2021,08-03-2021,Standard Class,CG-81294,Consumer,EAST,New York,Furniture,Chairs,5065.3,8,0.1,140.29
9250,US-2021-102992,07/16/2021,07/23/2021,Standard Class,CG-80509,Home Office,EAST,Pennsylvania,Technology,Machines,959.71,8,0.5,-55.22
9251,US-2022-101299,11-01-2022,11-08-2022,Standard Class,CG-83176,Consumer,South,North Carolina,Technology,Accessories,966.1,2,0,-77.62
9252,US-2024-104034,03/31/2024,04-02-2024,First Class,CG-64690,Home Office,East,Pennsylvania,Furniture,Chairs,1700.18,5,0.3,-310.38
9253,US-2022-107608,08/20/2022,08/26/2022,Standard Class,CG-38202,Corporate,Central,Ohio,Office Supplies,Binders,39.92,7,0.3,11.36
9254,US-2023-109915,07-10-2023,07/15/2023,Standard Class,CG-25162,Home Office,West,Nevada,Office Supplies,Paper,177.15,6,0.15,53.18
9255,US-2024-106590,10/25/2024,10/27/2024,Second Class,CG-94344,Home Office,South,Georgia,Office Supplies,Art,143.8,2,0.2,-2.12
9256,US-2021-106711,12/13/2021,12/16/2021,Same Day,CG-22909,Home Office,West,Arizona,Office Supplies,Art,26.61,3,0,7.8
9257,US-2021-100935,10/20/2021,10/24/2021,Same Day,CG-33999,Corporate,Central,Texas,Technology,Accessories,3333.32,4,0.3,-722.12
9258,US-2021-107438,11/13/2021,11/14/2021,Same Day,CG-39439,Consumer,East,Virginia,Technology,Accessories,3521.05,4,0.2,-38.4
9259,US-2023-109600,10-12-2023,10/18/2023,First Class,CG-77376,Corporate,Central,Ohio,Furniture,Chairs,443.21,7,0.4,112.16
9260,US-2022-109672,10/23/2022,10/30/2022,Second Class,CG-88373,Home Office,South,Tennessee,Technology,Phones,916.95,2,0.4,75.98
9261,US-2024-104873,06-03-2024,06-04-2024,Standard Class,CG-25584,Corporate,West,Washington,Furniture,Furnishings,5050.22,8,0.15,-528.34
9262,US-2022-105774,09-10-2022,09/17/2022,Standard Class,CG-43327,Home Office,South,Alabama,Technology,Accessories,1022.33,2,0.3,26.57
9263,US-2024-107512,04/21/2024,04/26/2024,Second Class,CG-70549,Consumer,South,Alabama,Office Supplies,Paper,,6,0.1,271.61
9264,US-2023-108899,06-08-2023,06-10-2023,First Class,CG-14571,Corporate,Central,Missouri,Office Supplies,Binders,425.71,4,0,128.43
9265,US-2024-107882,01-05-2024,01-12-2024,Standard Class,CG-23948,Consumer,South,North Carolina,Technology,Copiers,3370.2,8,0.1,249.34
9266,US-2024-109477,01/29/2024,02-01-2024,Standard Class,CG-80412,Corporate,South,North Carolina,Technology,Phones,3700.12,8,0.3,-825.01
9267,US-2024-107891,09/24/2024,09/26/2024,Second Class,CG-86969,Consumer,EAST,New York,Furniture,Chairs,1870.53,3,0.5,264.4
9268,US-2022-108105,08/21/2022,08/27/2022,Second Class,CG-29907,Home Office,East,Virginia,Furniture,Furnishings,2035.75,4,0.2,703.08
9269,US-2023-108845,04/27/2023,04/29/2023,Standard Class,CG-26845,Consumer,West,Washington,Office Supplies,Labels,235.92,2,0.3,-45.56
9270,US-2022-106527,05/24/2022,05/30/2022,Second Class,CG-37013,Consumer,Central,Illinois,Office Supplies,Binders,728.76,7,0.1,223
9271,US-2023-103003,06/18/2023,06/20/2023,First Class,CG-66167,Corporate,West,California,Technology,Phones,779.72,3,0.2,97.13
9272,US-2023-108034,12/15/2023,12/22/2023,Second Class,CG-37203,Corporate,Central,Illinois,Technology,Copiers,3481.98,3,0,-157.39
9273,US-2023-105366,11/16/2023,11/18/2023,Standard Class,CG-68643,Consumer,South,Alabama,Technology,Machines,261.68,6,0.5,-7.87
9274,US-2024-104313,02/27/2024,03-05-2024,First Class,CG-30209,Consumer,EAST,New Jersey,Technology,Copiers,4406.71,7,0.3,966.96
9275,US-2024-100417,06/20/2024,06/21/2024,First Class,CG-89503,Consumer,East,New York,Office Supplies,Labels,234.9,2,0.15,65.02
9276,US-2021-105974,02-06-2021,02-09-2021,Standard Class,CG-71030,Consumer,South,Tennessee,Furniture,Tables,1838.59,4,0.3,630.33
9277,US-2023-105082,07/18/2023,07/25/2023,Same Day,CG-68498,Consumer,Central,Texas,Technology,Copiers,2284.88,8,0,321.48
9278,US-2023-106481,07/29/2023,08-03-2023,First Class,CG-14703,Home Office,West,Oregon,Furniture,Chairs,462.5,1,0.4,1.92
9279,US-2023-102857,09/23/2023,09/24/2023,First Class,CG-42118,Home Office,Central,Ohio,Office Supplies,Storage,506.4,7,0,64.02
9280,US-2023-109231,12-06-2023,12-12-2023,First Class,CG-21437,Home Office,South,Alabama,Technology,Accessories,8765.94,8,0.2,405.92
9281,US-2024-108322,09-06-2024,09-09-2024,Same Day,CG-51986,Home Office,Central,Texas,Technology,Accessories,5507.27,5,0,830.94
9282,US-2022-107125,07-05-2022,07-12-2022,Second Class,CG-39810,Consumer,East,Massachusetts,Office Supplies,Binders,681.21,7,0.15,204.82
9283,US-2022-100847,11/27/2022,11/29/2022,Standard Class,CG-84393,Consumer,South,Tennessee,Technology,Copiers,1917.33,5,0.2,553.63
9284,US-2023-103911,04-04-2023,04-11-2023,Second Class,CG-24065,Home Office,West,Arizona,Technology,Phones,4884.09,5,0,1183.78
9285,US-2023-107691,08/27/2023,09-01-2023,Same Day,CG-71234,Consumer,Central,Illinois,Office Supplies,Art,140.81,1,0,-14.84
9286,US-2021-101889,11/23/2021,11/25/2021,Standard Class,CG-15571,Corporate,West,California,Technology,Phones,3657.22,6,0.2,864.43
9287,US-2022-102203,08-11-2022,08/16/2022,Standard Class,CG-11930,Consumer,East,Virginia,Office Supplies,Storage,362.08,8,0.5,63.58
9288,US-2021-109350,09-11-2021,09/17/2021,Second Class,CG-96789,Home Office,SOUTH,Alabama,Technology,Copiers,271.68,1,0.1,34.44
9289,US-2021-101022,07/19/2021,07/20/2021,Second Class,CG-55624,Consumer,West,Washington,Office Supplies,Labels,23.64,3,0.3,-1.07
9290,US-2024-100872,11-09-2024,11-12-2024,Second Class,CG-75984,Home Office,South,Florida,Office Supplies,Binders,470.68,8,0.3,53.71
9291,US-2021-100225,07-09-2021,07/14/2021,Second Class,CG-87015,Home Office,West,California,Office Supplies,Art,5.93,1,0,0.59
9292,US-2023-103833,05-09-2023,05/13/2023,Second Class,CG-72953,Home Office,East,New York,Technology,Copiers,3866.73,6,0,969.94
9293,US-2022-106118,07/25/2022,07/28/2022,Second Class,CG-90958,Home Office,South,Tennessee,Technology,Machines,7920.58,8,0.3,115.03
9294,US-2021-105565,11/26/2021,12-01-2021,Standard Class,CG-18460,Home Office,South,Alabama,Office Supplies,Paper,266.8,3,0,-64.26
9295,US-2022-103976,03/19/2022,03/24/2022,Same Day,CG-89652,Home Office,West,Oregon,Furniture,Furnishings,196.87,1,0,-32.19
9296,US-2022-104621,04/17/2022,04/24/2022,First Class,CG-44453,Corporate,South,Alabama,Office Supplies,Storage,529.29,8,0.2,-35.23
9297,US-2023-106323,11-03-2023,11-06-2023,Standard Class,CG-10182,Home Office,Central,Texas,Furniture,Tables,1116.57,2,0.4,-106.67
9298,US-2022-100947,01-09-2022,01/14/2022,First Class,CG-66880,Consumer,Central,Texas,Office Supplies,Art,441.37,3,0,-92.54
9299,US-2024-109618,11-07-2024,11-10-2024,Second Class,CG-19889,Corporate,Central,Ohio,Technology,Phones,8481.29,8,0.15,2160.51
9300,US-2022-103701,06/23/2022,06/29/2022,Same Day,CG-51914,Corporate,East,Massachusetts,Office Supplies,Storage,476.81,6,0.2,117.69
9301,US-2024-107719,09-11-2024,09/15/2024,Second Class,CG-95160,Home Office,Central,Ohio,Technology,Phones,5187.6,5,0.15,1088.52
9302,US-2023-106154,04-02-2023,04-04-2023,Second Class,CG-93826,Home Office,East,New York,Office Supplies,Labels,20.29,3,0.1,0.13
9303,US-2024-104450,07/15/2024,07/16/2024,Same Day,CG-79251,Corporate,West,California,Furniture,Chairs,,1,0,-88.91
9304,US-2021-108259,03/29/2021,03/31/2021,Standard Class,CG-19523,Corporate,West,Oregon,Furniture,Chairs,1104.7,4,0,-255.75
9305,US-2024-101697,10/28/2024,10/31/2024,Same Day,CG-75491,Home Office,East,Massachusetts,Office Supplies,Labels,166.96,2,0,-11.34
9306,US-2024-100721,08/22/2024,08/29/2024,Same Day,CG-27499,Corporate,West,Arizona,Technology,Copiers,3289.95,6,0.4,-14.32
9307,US-2024-104241,08/23/2024,08/28/2024,Standard Class,CG-96836,Corporate,South,Florida,Technology,Accessories,1846.49,3,0.2,-199.1
9308,US-2024-103092,09/15/2024,09/22/2024,First Class,CG-40803,Corporate,East,New Jersey,Technology,Machines,624.23,8,0.4,-7.51
9309,US-2022-104511,07-05-2022,07-12-2022,Standard Class,CG-68663,Consumer,West,Arizona,Technology,Copiers,1985.85,2,0.1,-331.38
9310,US-2023-106536,09-04-2023,09-05-2023,Standard Class,CG-89144,Corporate,Central,Missouri,Office Supplies,Storage,96.55,6,0,-18.11
9311,US-2022-102213,10/30/2022,10/31/2022,Same Day,CG-76265,Home Office,East,New Jersey,Office Supplies,Art,520.47,5,0,-91.29
9312,US-2023-100171,01-11-2023,01/16/2023,Standard Class,CG-57303,Home Office,West,California,Furniture,Tables,2629.55,4,0.4,-215.66
9313,US-2024-106581,02/20/2024,02/26/2024,First Class,CG-29708,Consumer,East,Massachusetts,Furniture,Chairs,5564.93,8,0,623.86
9314,US-2023-103676,06-04-2023,06-10-2023,First Class,CG-75053,Consumer,West,California,Furniture,Tables,5708.7,8,0.1,188.34
9315,US-2022-107282,04/21/2022,04/28/2022,Same Day,CG-40228,Corporate,Central,Illinois,Furniture,Tables,395.89,2,0.2,133.77
9316,US-2023-104822,12-06-2023,12-12-2023,First Class,CG-64392,Consumer,West,Arizona,Technology,Machines,5387.93,6,0,1874.64
9317,US-2021-108247,01-03-2021,01-09-2021,First Class,CG-87167,Corporate,East,Pennsylvania,Furniture,Furnishings,177.71,1,0.15,39.74
9318,US-2021-102856,01-11-2021,01-12-2021,Same Day,CG-62460,Home Office,Central,Illinois,Office Supplies,Paper,285.74,6,0.5,44.07
9319,US-2024-108641,07/25/2024,07/30/2024,Standard Class,CG-67737,Home Office,South,North Carolina,Furniture,Bookcases,1789.97,5,0.4,282.12
9320,US-2023-101997,09-08-2023,09-11-2023,First Class,CG-54129,Corporate,Central,Missouri,Office Supplies,Paper,573.83,5,0.3,-64.81
9321,US-2022-103397,02/15/2022,02/20/2022,Standard Class,CG-22317,Consumer,East,Massachusetts,Office Supplies,Binders,222.57,6,0,0.71
9322,US-2024-109180,10/25/2024,10/26/2024,First Class,CG-38499,Home Office,West,Washington,Office Supplies,Binders,273.3,6,0.4,-28.35
9323,US-2021-109161,09-08-2021,09-10-2021,Standard Class,CG-40280,Corporate,East,Massachusetts,Furniture,Furnishings,346.93,2,0.5,-73.94
9324,US-2023-108328,05/23/2023,05/30/2023,Same Day,CG-77405,Consumer,East,Virginia,Technology,Phones,694.12,3,0.3,-11.59
9325,US-2023-106582,09-05-2023,09-08-2023,Second Class,CG-59706,Home Office,West,California,Technology,Copiers,5109.9,8,0,-22.67
9326,US-2021-101896,07/24/2021,07/31/2021,First Class,CG-94399,Consumer,South,Georgia,Furniture,Furnishings,423.86,1,0.2,79.86
9327,US-2023-108366,08-04-2023,08-08-2023,Standard Class,CG-86679,Home Office,WEST,Oregon,Technology,Phones,1023.47,3,0,-173.63
9328,US-2024-102302,11/27/2024,12-02-2024,First Class,CG-84842,Consumer,South,Tennessee,Furniture,Bookcases,3863.58,6,0,1217.78
9329,US-2022-105820,11/15/2022,11/19/2022,Same Day,CG-33219,Corporate,South,Georgia,Furniture,Furnishings,1659.77,7,0,-175.31
9330,US-2024-101932,03/14/2024,03/19/2024,First Class,CG-49387,Home Office,South,North Carolina,Office Supplies,Binders,392.85,5,0.15,-64.95
9331,US-2022-108636,07/20/2022,07/26/2022,Standard Class,CG-61174,Corporate,East,Massachusetts,Technology,Accessories,838.41,1,0,162.54
9332,US-2021-107766,08/19/2021,08/24/2021,Standard Class,CG-67276,Home Office,West,Washington,Office Supplies,Storage,143.95,1,0.1,36.07
9333,US-2022-101827,05-12-2022,05/19/2022,Same Day,CG-54106,Home Office,Central,Ohio,Office Supplies,Art,19.86,3,0,1.31
9334,US-2023-102885,04/15/2023,04/16/2023,Second Class,CG-45401,Consumer,South,Florida,Office Supplies,Paper,50.96,3,0.5,1.98
9335,US-2022-104780,09/21/2022,09/27/2022,Standard Class,CG-91043,Corporate,Central,Missouri,Technology,Phones,1546.03,5,0.1,522.3
9336,US-2023-105385,08-01-2023,08-08-2023,Second Class,CG-80454,Home Office,,Texas,Office Supplies,Art,541.19,8,0.3,-96.21
9337,US-2022-107056,10/15/2022,10/21/2022,Second Class,CG-74671,Corporate,West,Nevada,Office Supplies,Binders,171.97,2,0.2,22.08
9338,US-2023-108281,07-02-2023,07-04-2023,First Class,CG-33177,Consumer,Central,Missouri,Technology,Accessories,5851.99,7,0.5,425.29
9339,US-2022-100794,09/21/2022,09/25/2022,Standard Class,CG-49062,Corporate,West,California,Technology,Accessories,2947.58,3,0,474.8
9340,US-2022-107945,12-04-2022,12-08-2022,Standard Class,CG-11215,Consumer,Central,Illinois,Furniture,Bookcases,602.22,1,0,-86.61
9341,US-2021-109388,04-06-2021,04-09-2021,First Class,CG-39022,Corporate,Central,Texas,Office Supplies,Labels,293.18,3,0.5,-0.67
9342,US-2021-105401,01/14/2021,01/19/2021,Standard Class,CG-22764,Consumer,Central,Ohio,Technology,Copiers,1133.45,2,0.2,270.63
9343,US-2021-102048,01-12-2021,01/15/2021,Same Day,CG-34713,Consumer,West,Washington,Technology,Accessories,1604.88,4,0.5,-96.28
9344,US-2022-106966,08/19/2022,08/26/2022,Same Day,CG-97558,Home Office,CENTRAL,Michigan,Office Supplies,Paper,27.95,5,0.15,0.07
9345,US-2021-106757,01/17/2021,01/23/2021,Standard Class,CG-60758,Corporate,Central,Illinois,Office Supplies,Paper,402.79,5,0.4,-84.59
9346,US-2021-109221,05/27/2021,05/31/2021,Standard Class,CG-73391,Corporate,South,Tennessee,Office Supplies,Labels,943.35,8,0.4,-90.15
9347,US-2024-108231,01-09-2024,01-11-2024,First Class,CG-15428,Corporate,South,Tennessee,Furniture,Tables,982.86,6,0,-134.62
9348,US-2023-107062,06-07-2023,06/14/2023,Standard Class,CG-68351,Consumer,West,Nevada,Technology,Accessories,1810.42,8,0,621.97
9349,US-2024-100943,07/16/2024,07/21/2024,Same Day,CG-17536,Corporate,South,Georgia,Office Supplies,Labels,97.23,1,0.4,30.04
9350,US-2024-103600,02/20/2024,02/25/2024,Same Day,CG-58636,Consumer,South,Alabama,Office Supplies,Art,404.18,7,0.4,90.33
9351,US-2022-100665,09-07-2022,09/13/2022,Same Day,CG-94513,Consumer,South,Florida,Technology,Accessories,1976.92,7,0,309.76
9352,US-2022-104011,06-12-2022,06/13/2022,Same Day,CG-60315,Corporate,South,Georgia,Furniture,Tables,959.91,3,0,-152.6
9353,US-2023-100452,06/19/2023,06/20/2023,Second Class,CG-90634,Consumer,West,Arizona,Office Supplies,Paper,14.08,1,0.5,2.94
9354,US-2021-101148,06-06-2021,06-09-2021,Second Class,CG-80466,Consumer,South,Alabama,Furniture,Furnishings,2908.44,7,0.1,398.84
9355,US-2022-100336,09-02-2022,09-04-2022,Standard Class,CG-57294,Consumer,East,New York,Office Supplies,Labels,519.78,8,0,-14.23
9356,US-2024-104930,02-05-2024,02-09-2024,Same Day,CG-22058,Home Office,SOUTH,Florida,Technology,Copiers,1105.62,2,0.3,13.24
9357,US-2024-109937,03-11-2024,03/13/2024,Same Day,CG-83387,Corporate,West,Nevada,Office Supplies,Art,101.84,2,0.15,6.96
9358,US-2021-107673,06/18/2021,06/25/2021,Same Day,CG-25389,Home Office,West,Nevada,Furniture,Furnishings,476.74,3,0.2,-41.09
9359,US-2021-108543,05/14/2021,05/21/2021,Standard Class,CG-71447,Home Office,South,North Carolina,Office Supplies,Labels,212.76,2,0.2,8.41
9360,US-2024-108816,07/31/2024,08-07-2024,Same Day,CG-88837,Home Office,West,Nevada,Furniture,Bookcases,1499.13,4,0,304.4
9361,US-2022-109551,07/20/2022,07/21/2022,Standard Class,CG-58223,Corporate,East,Pennsylvania,Technology,Machines,9213.68,8,0.1,348.65
9362,US-2022-107394,08/20/2022,08/26/2022,First Class,CG-48579,Corporate,East,Massachusetts,Office Supplies,Binders,83.78,1,0.2,3.83
9363,US-2024-105647,05/31/2024,06-07-2024,Same Day,CG-59662,Corporate,Central,Ohio,Office Supplies,Storage,874.27,7,0.5,303.94
9364,US-2021-102183,11/23/2021,11/28/2021,Standard Class,CG-76880,Corporate,East,Pennsylvania,Office Supplies,Binders,62.99,1,0.3,21.37
9365,US-2023-105364,12/18/2023,12/24/2023,Same Day,CG-89042,Consumer,South,North Carolina,Furniture,Furnishings,547.01,4,0.3,108.3
9366,US-2023-102508,01/30/2023,02-01-2023,Second Class,CG-54310,Consumer,Central,Michigan,Office Supplies,Art,884.85,7,0.2,-38.16
9367,US-2022-102089,08/16/2022,08/23/2022,Standard Class,CG-39130,Consumer,West,California,Office Supplies,Paper,547.86,8,0.5,-84.85
9368,US-2022-104819,10/29/2022,10/31/2022,Second Class,CG-73615,Home Office,West,Washington,Office Supplies,Labels,77.24,1,0.3,-0.41
9369,US-2022-104794,02-10-2022,02/16/2022,First Class,CG-32213,Corporate,South,Alabama,Office Supplies,Binders,47.24,5,0.15,3.59
9370,US-2022-106780,09-05-2022,09-08-2022,First Class,CG-28412,Corporate,Central,Missouri,Technology,Phones,1262.19,3,0,265.53
9371,US-2023-100358,07/30/2023,08-02-2023,Standard Class,CG-77045,Home Office,West,Nevada,Office Supplies,Labels,704.87,7,0,-163.54
9372,US-2024-109916,11-10-2024,11-11-2024,First Class,CG-22277,Home Office,West,California,Office Supplies,Storage,1122.21,8,0,366.2
9373,US-2023-101613,08/25/2023,08/30/2023,Same Day,CG-41610,Home Office,West,Washington,Office Supplies,Binders,278.64,6,0.2,-37.69
9374,US-2024-106876,08/24/2024,08/30/2024,Same Day,CG-55115,Home Office,South,Florida,Furniture,Bookcases,356.96,6,0,-66.06
9375,US-2023-107926,01-09-2023,01-11-2023,Second Class,CG-63553,Consumer,West,Arizona,Office Supplies,Binders,391.4,3,0.4,10.44
9376,US-2024-105637,07/29/2024,08-01-2024,Standard Class,CG-83819,Corporate,South,Florida,Office Supplies,Labels,358.74,6,0,3.21
9377,US-2022-106702,09/27/2022,09/28/2022,Same Day,CG-25015,Corporate,South,Georgia,Furniture,Furnishings,535.85,6,0.2,-68.33
9378,US-2024-104714,04/25/2024,04/29/2024,Second Class,CG-76207,Corporate,East,New York,Office Supplies,Labels,852.41,6,0.1,6.27
9379,US-2022-104561,11-09-2022,11-10-2022,Second Class,CG-56685,Corporate,Central,Ohio,Furniture,Chairs,1299.21,5,0.1,112.24
9380,US-2024-109871,12/16/2024,12/21/2024,Second Class,CG-58823,Home Office,West,Oregon,Technology,Accessories,1355.26,3,0.3,347.01
9381,US-2022-104173,01/27/2022,01/28/2022,Same Day,CG-88233,Consumer,South,Florida,Technology,Machines,1664.37,2,0.4,246.8
9382,US-2021-101702,05-06-2021,05-10-2021,First Class,CG-10295,Corporate,SOUTH,Georgia,Office Supplies,Labels,146.51,3,0,-32.05
9383,US-2021-106083,10-11-2021,10/14/2021,First Class,CG-72330,Home Office,Central,Texas,Office Supplies,Labels,499.76,6,0.5,75.36
9384,US-2021-102649,12/22/2021,12/27/2021,Second Class,CG-91919,Home Office,West,Oregon,Technology,Accessories,256.71,2,0.2,8.82
9385,US-2023-108968,09-02-2023,09-08-2023,First Class,CG-30622,Corporate,Central,Ohio,Office Supplies,Labels,148,3,0.2,4.6
9386,US-2023-108067,04/26/2023,04/29/2023,Same Day,CG-11710,Consumer,West,Nevada,Furniture,Furnishings,3021.22,6,0,335.54
9387,US-2022-103754,12/25/2022,12/26/2022,Standard Class,CG-59601,Home Office,Central,Missouri,Technology,Copiers,434.38,2,0.5,70.82
9388,US-2024-103831,04/24/2024,04/27/2024,Same Day,CG-39295,Corporate,East,Massachusetts,Technology,Copiers,4420.73,6,0.2,-657.91
9389,US-2022-109508,01-09-2022,01-10-2022,Second Class,CG-12093,Consumer,Central,Illinois,Technology,Machines,3305.85,5,0.2,873.8
9390,US-2024-100473,10/23/2024,10/28/2024,First Class,CG-98236,Home Office,West,Arizona,Technology,Machines,3193.41,5,0.2,606.25
9391,US-2022-109679,06-08-2022,06-12-2022,Same Day,CG-29434,Home Office,Central,Michigan,Furniture,Chairs,739.04,2,0.5,94.83
9392,US-2024-105816,02/20/2024,02/24/2024,Standard Class,CG-88561,Consumer,West,California,Technology,Copiers,1807.78,6,0.1,-238.91
9393,US-2023-103492,08/27/2023,08/28/2023,First Class,CG-38255,Corporate,West,Oregon,Technology,Copiers,537.99,2,0,41.5
9394,US-2023-102414,02/27/2023,03-05-2023,First Class,CG-71281,Home Office,East,Pennsylvania,Technology,Accessories,4262.95,6,0.3,1024.62
9395,US-2024-103662,06/25/2024,06/26/2024,Standard Class,CG-89299,Corporate,West,Washington,Furniture,Chairs,606.76,1,0.3,45.78
9396,US-2021-107934,04-06-2021,04-09-2021,Standard Class,CG-65735,Corporate,South,North Carolina,Office Supplies,Labels,270.25,4,0.1,56.56
9397,US-2022-102026,08/16/2022,08/18/2022,First Class,CG-87477,Home Office,West,California,Office Supplies,Paper,601.73,7,0.2,28.22
9398,US-2021-103534,12/18/2021,12/19/2021,Same Day,CG-76083,Consumer,West,Arizona,Technology,Accessories,6368.56,8,0.15,577.6
9399,US-2021-108671,06/13/2021,06/20/2021,First Class,CG-63314,Consumer,Central,Missouri,Technology,Machines,867.26,6,0,-94.42
9400,US-2023-106361,03-04-2023,03-05-2023,Second Class,CG-59886,Consumer,East,Virginia,Office Supplies,Storage,36.48,1,0,6.38
9401,US-2024-102637,08-04-2024,08-09-2024,Standard Class,CG-62031,Home Office,East,New York,Office Supplies,Binders,51.15,2,0,-0.45
9402,US-2023-108294,01/13/2023,01/16/2023,Standard Class,CG-60632,Consumer,East,New Jersey,Furniture,Bookcases,3984.17,7,0.15,-940.97
9403,US-2024-101478,10/25/2024,10/26/2024,Same Day,CG-11385,Home Office,East,New Jersey,Office Supplies,Binders,421.12,7,0.2,-84
9404,US-2024-109705,08/14/2024,08/20/2024,Same Day,CG-62493,Corporate,Central,Illinois,Technology,Machines,1725.37,2,0.4,-428.75
9405,US-2021-107547,09-05-2021,09-09-2021,Same Day,CG-14533,Home Office,West,California,Technology,Accessories,454.46,1,0,-61.31
9406,US-2021-108934,05-09-2021,05/13/2021,Second Class,CG-56806,Consumer,Central,Missouri,Furniture,Bookcases,3718.03,6,0.2,958.45
9407,US-2023-106611,11-04-2023,11-10-2023,First Class,CG-94449,Home Office,East,Virginia,Furniture,Bookcases,2982.8,4,0.1,-399.22
9408,US-2021-100053,03-01-2021,03-05-2021,Standard Class,CG-61645,Home Office,Central,Michigan,Technology,Machines,6906,8,0,-743.43
9409,US-2021-109179,05-05-2021,05-08-2021,Same Day,CG-85785,Home Office,East,New Jersey,Office Supplies,Labels,277.53,2,0.15,-10.99
9410,US-2022-109490,07-11-2022,07/15/2022,First Class,CG-90712,Corporate,West,Nevada,Office Supplies,Paper,16.71,1,0.15,5.02
9411,US-2022-108260,12/31/2022,01-04-2023,First Class,CG-90273,Consumer,South,Florida,Furniture,Tables,646.92,1,0.4,121.68
9412,US-2022-103618,09/23/2022,09/30/2022,Second Class,CG-93766,Consumer,South,Tennessee,Technology,Copiers,2434.52,5,0,156.89
9413,US-2022-105196,01/20/2022,01/23/2022,First Class,CG-16617,Home Office,South,Florida,Technology,Copiers,1852.25,3,0,404.7
9414,US-2024-109445,01/31/2024,02-03-2024,First Class,CG-83343,Home Office,East,Massachusetts,Office Supplies,Storage,598.98,6,0.2,-101.64
9415,US-2023-102774,06/21/2023,06/22/2023,First Class,CG-61404,Corporate,East,New York,Furniture,Bookcases,4601.13,8,0,1580.95
